	Entity1	Entity2	Stength
3327	苏琪脆饼	霉菌	1
3326	红枣莲子藕粉	霉菌	1
3325	一级大豆油	豆蔻酸	1
3324	可口脆瓜	甜蜜素	1
3323	黑加仑葡萄干	霉菌	1
3322	咸蛋黄酥	防腐剂	2
3321	多宝鱼	呋喃西林代谢物	1
3320	多味瓜子仁	霉菌	1
3319	风味萝卜条	苯甲酸	1
3318	西襄记山药薄片	糖精钠	1
3317	西襄记山药薄片	钠	3
3316	纯牛奶	非脂乳固体	1
3315	良琴豆腐乳	脱氢乙酸	1
3314	叶嬢嬢麻辣萝卜干	山梨酸	1
3313	叶嬢嬢麻辣萝卜干	钾	1
3312	猕猴桃粉	霉菌	1
3311	荔枝蜜	氯霉素	1
3310	东海黄鱼	氟	1
3309	贞丰余记粽粑    	商业无菌	1
3308	薯片	苯甲酸	1
3307	薯片	钠	1
3306	绿乡灵300克洞庭藕粉	霉菌	1
3305	醉酒花生	净	1
3304	年轻态牌劲骨胶囊	霉菌	1
3303	椒盐南瓜籽仁	霉菌	1
3302	红墙牌保元软胶囊	西地那非	1
3301	南瓜切片面包	丙二醇	1
3300	八宝茶	铅	1
3299	大志牌上园红胶囊	霉菌	1
3298	无水葡萄糖	牛磺酸	1
3297	姚生记奶香味香瓜子	铅	1
3296	泾阳茯茶·尚	氟	1
3295	果汁桃片	苯甲酸	1
3294	果汁桃片	钠	1
3293	中老年藕粉	霉菌	1
3292	双枒子榛蘑	镉	1
3291	碳烤风琴鱿鱼	N-二甲基亚硝胺	1
3290	拉丝果	苯甲酸	1
3289	拉丝果	钠	1
3288	小毛蟹	呋喃西林代谢物	1
3287	黑全麦粉	赭曲霉毒素A	1
3286	甘草瓜子	诱惑红	1
3285	原香瓜子	霉菌	1
3284	山椒凤爪	脱氢乙酸	1
3283	山椒凤爪	钠	1
3282	九制老陈皮	霉菌	1
3281	麻辣鱼调料	苯甲酸	1
3280	糖姜片	二氧化硫	1
3279	钙铁锌咀嚼片	锌	1
3278	清雅经典龙井茶	氰戊菊酯	1
3277	铁锌钙营养米粉胡萝卜配方	钠	1
3276	香辣味鹌鹑蛋	山梨酸	1
3275	香辣味鹌鹑蛋	钾	1
3274	甘草瓜子	日落黄	1
3273	阿胶枣	钠	1
3272	妹幺红泥花生	霉菌	1
3271	甘草瓜子	亮蓝	1
3270	茶花蜂花粉	霉菌	1
3269	冷鲜猪肝	甲氧苄啶	1
3268	永泰李干	防腐剂	1
3267	大吃兄绿豆糕	防腐剂	1
3266	香吧腿	钠	1
3265	南瓜籽仁	霉菌	1
3264	柠檬味饮料	安赛蜜	1
3263	印度飞饼	霉菌	1
3262	甘草话梅	糖精钠	1
3261	甘草话梅	钠	1
3260	爱尔兰鲜活面包蟹	镉	1
3259	盐津桃肉	霉菌	1
3258	茶花花粉	铅	1
3257	捞汁小海鲜	脱氢乙酸	1
3256	捞汁小海鲜	钠	1
3255	上海老酒	总酸	1
3254	青竹香米	镉	1
3253	南酸枣糕	霉菌	1
3252	姚生记奶香味香瓜子	苋菜红	1
3251	咸味饼干	霉菌	1
3250	小毛尖	水胺硫磷	1
3249	小毛尖	磷	1
3248	荷花卷	脱氢乙酸	1
3247	荷花卷	钠	1
3246	干锅千叶豆腐	苯甲酸	1
3245	干锅千叶豆腐	钠	1
3244	四川古蔺黄荆老林土特产筒筒笋 农家方竹笋干烟熏笋烟笋干货 古蔺黄荆干竹笋	二氧化硫	1
3243	川间老窖	甜蜜素	1
3242	牛乳钙压片糖果	碳水化合物	2
3241	状元洲·小康家庭米	镉	1
3240	士力架花生夹心巧克力	糖精钠	1
3239	士力架花生夹心巧克力	钠	2
3238	黄瓜味薯片	苯甲酸	1
3237	黄瓜味薯片	钠	2
3236	花雕	苯甲酸	1
3235	方便食品	山梨酸	1
3234	方便食品	钾	1
3233	味丹芝麻苏打饼干	霉菌	1
3232	西夫拉姆酒堡特级干红葡萄酒	甜蜜素	1
3231	辣椒酱	甜蜜素	2
3230	连战VS®180’西洋参胶囊	西地那非	1
3229	虾皮	N-二甲基亚硝胺	1
3228	全麦馒头	脱氢乙酸	2
3227	全麦馒头	钠	2
3226	原味营养面	钠	1
3225	舟山大黄鱼	甲硝唑	1
3224	烟熏筒筒笋 竹笋干	二氧化硫	1
3223	小康米	镉	1
3222	手工大馒头	脱氢乙酸	1
3221	手工大馒头	钠	1
3220	猪肉猪肉脯	胭脂红	1
3219	蓑衣佬农·农旺香米	镉	1
3218	香辣金针菇	防腐剂	1
3217	牛乳钙压片糖果	能量	2
3216	妹幺落花生	霉菌	1
3215	功夫小面包-奶油味	防腐剂	1
3214	红杏果饼	脱氢乙酸	1
3213	红杏果饼	钠	1
3212	川味腊肠	氯霉素	1
3211	达维贝苹果葡萄雪梨婴幼儿果汁泥	总钠	1
3210	达维贝苹果葡萄雪梨婴幼儿果汁泥	钠	1
3209	黄瓜味薯片	糖精钠	1
3208	枸杞王	二氧化硫	1
3207	雪海梅乡 珍珠梅 	防腐剂	1
3206	宝宝御食强化铁锌钙有机米粉	二十二碳六烯酸	1
3205	黑芝麻核桃桑葚粉	霉菌	1
3204	香干薄片	双乙酸钠	1
3203	香干薄片	钠	1
3202	五香鸭翅根	钠	1
3201	伊犁蓝莓味李果	亮蓝	1
3200	烤鱿鱼丝	苯甲酸	1
3199	烤鱿鱼丝	钠	1
3198	午餐肉罐头	商业无菌	1
3197	椴树蜂蜜	甲硝唑	1
3196	姚生记奶香味香瓜子	糖精钠	1
3195	洋槐成熟蜂蜜	氯霉素	1
3194	秋木耳	耳片厚度	1
3193	松花肠	铅	1
3192	阿古丽切夫草莓果酱夹心华夫饼	丙二醇	1
3191	咸鸭蛋	苯甲酸	1
3190	咸鸭蛋	钠	2
3189	汇多滋100%NFC芒果汁	安赛蜜	1
3188	康源饮用纯净水	铜	1
3187	小香干	双乙酸钠	1
3186	小香干	钠	1
3185	柯桥花雕酒	脱氢乙酸	2
3184	柯桥花雕酒	钠	2
3183	益生菌蒸优米乳	镉	1
3182	蜜枣粽子	山梨酸	1
3181	蜜枣粽子	钾	1
3180	橙汁饮料	霉菌	1
3179	红枣酒	甜蜜素	1
3178	萨拉米	单核细胞增生李斯特氏菌	1
3177	玫瑰荷香茶	二氧化硫	1
3176	皇家宝贝胡萝卜多维婴幼儿营养米粉	镉	1
3175	冻带鱼段	挥发性盐基氮	1
3174	蔓越莓西饼	山梨酸	1
3173	蔓越莓西饼	钾	1
3172	纯猴头菇粉	霉菌	1
3171	婴儿配方奶粉	阪崎肠杆菌	1
3170	牛肝菌	镉	1
3169	维维五香榨菜	苯甲酸	1
3168	维维五香榨菜	钠	1
3167	酒鬼腿	钠	1
3166	五谷杂粮粽	干燥失重	1
3165	整早米	镉	1
3164	茂谷柑	丙溴磷	1
3163	茂谷柑	磷	1
3162	藏蓝大白梨果味碳酸饮料	霉菌	2
3161	八宝乌饭	山梨酸	1
3160	八宝乌饭	钾	1
3159	冷鲜猪肝	恩诺沙星	1
3158	冷鲜猪肝	环丙沙星	1
3157	浪味鲜特级榨菜条	铅	1
3156	合川桃片	霉菌	1
3155	扬厨香脆乳黄瓜	苯甲酸	1
3154	扬厨香脆乳黄瓜	钠	1
3153	隆平有机含硒香米	镉	1
3152	香酥红娘鱼	日落黄	1
3151	福建香菇	二氧化硫	1
3150	鹏辣条	山梨酸	1
3149	鹏辣条	钾	1
3148	雪菜王	苯甲酸	1
3147	雪菜王	钠	1
3146	牛肉	苯甲酸	1
3145	牙签牛肉	镉	2
3144	白鹤澄面精制小麦淀粉	霉菌	1
3143	苋菜	乙酰甲胺磷	1
3142	海棠脯	二氧化硫	1
3141	甘草粉	铅	1
3140	秦岭土蜂蜜	氟	1
3139	珍宝蟹	镉	2
3138	三星香米	镉	1
3137	全营养整蛋白型	钠	1
3136	金陵十二名点	霉菌	1
3135	香芹	毒死蜱	1
3134	石蟹	甲基睾丸酮	1
3133	筒筒笋 笋干	二氧化硫	1
3132	香葱王薄饼	钠	1
3131	古镇雪菜	钠	1
3130	羊肉	氟	1
3129	陆集粉皮	铝	1
3128	野山楂糕	防腐剂	1
3127	开口爽杏鲍菇	山梨酸	1
3126	开口爽杏鲍菇	钾	1
3125	西梅王	苋菜红	1
3124	奶香红提	霉菌	1
3123	叁拾佳	苯甲酸	1
3122	叁拾佳	钠	1
3121	冰花杨梅	铅	1
3120	巴西烤肉味披萨饼干	钠	1
3119	糖水红樱桃罐头	赤藓红	1
3118	蒙山蜂蜜	氟	1
3117	甘甜金桔	防腐剂	1
3116	大刀肉味	脱氢乙酸	1
3115	大刀肉味	钠	1
3114	木糖醇黑芝麻糊	霉菌	1
3113	九制陈皮梅	二氧化硫	1
3112	红姜	胭脂红	1
3111	香酥小黄鱼	苯甲酸	1
3110	香酥小黄鱼	钠	1
3109	海虾	呋喃唑酮	1
3108	烘焙果味酱	霉菌	3
3107	梯田春色籼米	镉	1
3106	五谷杂粮荞麦粉	霉菌	1
3105	焦糖味瓜子	糖精钠	1
3104	焦糖味瓜子	钠	1
3103	酱卤火鸡翅	山梨酸	1
3102	酱卤火鸡翅	钾	1
3101	菠萝干	二氧化硫	1
3100	贡稻优衡力燕麦营养米粉	钠	1
3099	跑猪蹄	钠	1
3098	一级大豆油	亚麻酸	1
3097	小毛尖	稀土	1
3096	大吃兄绿豆糕	脱氢乙酸	1
3095	大吃兄绿豆糕	钠	1
3094	汇多滋100%NFC芒果汁	山梨酸	1
3093	汇多滋100%NFC芒果汁	钾	1
3092	甘草话梅	甜蜜素	1
3091	伊莎牌伊莎茶	铅	1
3090	好吃婆豆干	防腐剂	1
3089	海绵蛋糕	纳他霉素	1
3088	杏铺	二氧化硫	1
3087	基围虾	二氧化硫	1
3086	糯谷酒	甜蜜素	1
3085	萧山萝卜干	脱氢乙酸	3
3084	花椒	罗丹明B	1
3083	老鸭	呋喃唑酮	1
3082	全荣五香榨菜	苯甲酸	1
3081	全荣五香榨菜	钠	1
3080	姜粉	霉菌	1
3079	香菇	二氧化硫	1
3078	羊肉	利巴韦林	1
3077	嘎鱼	恩诺沙星	1
3076	萝卜皇	防腐剂	1
3075	糖水黄桃罐头	糖精钠	1
3074	糖水黄桃罐头	钠	1
3073	野山花蜜	霉菌	1
3072	奶茶	安赛蜜	1
3071	泾昌盛茯茶	氟	1
3070	纯黑麻油	乙基麦芽酚	1
3069	乡巴佬方便菜	铅	1
3068	法式樱桃	铅	1
3067	胡萝卜素金装营养米粉	镉	1
3066	鱼仔	镉	1
3065	特选杨梅干	铅	1
3064	正太春鲜三黄鸡	替米考星	1
3063	海盐小花生	霉菌	1
3062	千体梅	匹可硫酸钠	1
3061	千体梅	钠	1
3060	即食海蜇皮	山梨酸	1
3059	即食海蜇皮	钾	1
3058	龙竹牌榨菜丝	山梨酸	1
3057	龙竹牌榨菜丝	钾	1
3056	本地土韭菜	啶虫脒	1
3055	玫瑰果酒	铅	1
3054	冷鲜鸭	金刚烷胺	1
3053	大香干	铅	1
3052	铜古珠光米	镉	1
3051	菠萝酒8°	铅	1
3050	真味美榨菜丝	钠	1
3049	提子味蛋糕	钠	1
3048	上口心盐焗花生	甜蜜素	1
3047	大刀肉味	山梨酸	1
3046	大刀肉味	钾	1
3045	金力美［红菇娘汁］	山梨酸	1
3044	金力美［红菇娘汁］	钾	1
3043	妈咪香辣炸鸡味薄脆饼干	霉菌	1
3042	虾仁紫菜线面	硝酸盐	1
3041	绿豆饼	霉菌	1
3040	西湖泡青椒	糖精钠	1
3039	西湖泡青椒	钠	1
3038	夹馅麻花	铝	1
3037	咸干花生	铅	1
3036	干坛紫菜	净	1
3035	云南红米	镉	1
3034	家道兴山西陈醋	不挥发酸	1
3033	脆瓜丁	苯甲酸	1
3032	脆瓜丁	钠	1
3031	纯香黑芝麻糊	霉菌	1
3030	雪梨罐头	二氧化硫	1
3029	天然野生舟山带鱼	氯霉素	1
3028	贵州织金竹荪	二氧化硫	1
3027	姚生记奶香味香瓜子	柠檬黄	1
3026	八珍苔条月饼	铝	1
3025	五味子花粉	霉菌	1
3024	DASHIIN蛋白饼干	铝	1
3023	阿胶枸杞桑椹大枣加铁颗粒	铁	1
3022	柑	丙溴磷	1
3021	柑	磷	1
3020	生牛肉	呋喃西林代谢物	1
3019	独根红韭菜	啶虫脒	1
3018	椴树原蜜	氟	1
3017	刀削面	苯甲酸	1
3016	刀削面	钠	1
3015	香雪梅	二氧化硫	1
3014	潮州小菜	二氧化硫	1
3013	皇子牌黑加仑提子干	霉菌	1
3012	杨梅罐头	苯甲酸	1
3011	杨梅罐头	钠	1
3010	萌童蓓壮®钙铁锌配方奶米粉	钙	1
3009	苔条麻花	铝	1
3008	香辣小鱼仔	镉	2
3007	深山大竹笋 烟笋	二氧化硫	1
3006	修文猕猴桃	铅	1
3005	加香鲜味王	苯甲酸	1
3004	加香鲜味王	钠	1
3003	玫瑰半梅	二氧化硫	1
3002	酥皮板栗饼	山梨酸	1
3001	酥皮板栗饼	钾	1
3000	藕粉	霉菌	1
2999	泡菜盐	碘	1
2998	牛乳钙压片糖果	钙	2
2997	姚生记奶香味香瓜子	二氧化硫	1
2996	她他鸭翅	防腐剂	1
2995	狭鳕鱼条	N-二甲基亚硝胺	1
2994	苦螺	氯霉素	1
2993	焙烤马铃薯薯片	铅	1
2992	酸奶梅	二氧化硫	1
2991	核桃味花生	霉菌	1
2990	麻辣黄花鱼	N-二甲基亚硝胺	1
2989	花椒粉调味料	铅	1
2988	钙铁锌咀嚼片	铁	1
2987	无蔗糖纯藕粉	霉菌	1
2986	上珍蒜香花生	二氧化硫	1
2985	全营养整蛋白型	胆碱	1
2984	香辣小根鱼	镉	1
2983	牛乳钙压片糖果	钠	2
2982	青梅酒	铅	1
2981	无加蔗糖核桃粉	霉菌	1
2980	伊犁蓝莓味李果	苋菜红	1
2979	梅干菜肉粽	商业无菌	1
2978	好吃婆豆干	山梨酸	1
2977	好吃婆豆干	钾	1
2976	红豆薏米枸杞燕麦粉	霉菌	1
2975	铁锌钙营养米粉核桃配方	钠	1
2974	全营养整蛋白型	铜	1
2973	徽清堂油菜粉	霉菌	1
2972	程德馨生抽酱油	氨基酸态氮	1
2971	荷花花粉	霉菌	1
2970	辟谷全素餐	霉菌	1
2969	葱姜料酒	氨基酸态氮	1
2968	奶香馒头	脱氢乙酸	1
2967	奶香馒头	钠	1
2966	柴葛根粉	霉菌	1
2965	全营养整蛋白型	铁	1
2964	乳酸菌三明治蛋糕	丙二醇	1
2963	切片戚风蛋糕	丙二醇	1
2962	颗粒草莓酱	霉菌	1
2961	全营养整蛋白型	磷	1
2960	玫瑰味话梅	甜蜜素	1
2959	铁锌钙菊花晶	霉菌	1
2958	绍兴陈老酒	苯甲酸	1
2957	绍兴陈老酒	钠	1
2956	碧螺春茶	净	1
2955	一级大豆油	棕榈酸	1
2954	劲辣鱼棒	镉	1
2953	致味达去皮儿童榨菜丝	防腐剂	1
2952	冷鲜海带面	铅	1
2951	伴酒花生	净	1
2950	绿豆糕	亮蓝	1
2949	酥饼	苯甲酸	1
2948	雪海梅乡 珍珠梅 	山梨酸	1
2947	雪海梅乡 珍珠梅 	钾	1
2946	桃花米酒	山梨酸	1
2945	桃花米酒	钾	1
2944	混合水果烘焙燕麦片	霉菌	1
2943	豆皮	脱氢乙酸	1
2942	李干	苯甲酸	1
2941	李干	钠	1
2940	无花菓	山梨酸	1
2939	无花菓	钾	1
2938	黄骨鱼	孔雀石绿	1
2937	植物肽果蔬压片糖果	铅	1
2936	清润 5年陈酿	甜蜜素	1
2935	玫瑰腐乳	甜蜜素	1
2934	桃脯	二氧化硫	1
2933	绿豆粉皮	铝	1
2932	高山梯田·粥米	镉	1
2931	子母河新疆冰酸奶	霉菌	1
2930	日式天然刺身调味料	总酸	1
2929	烘焙坚果燕麦片	霉菌	1
2928	酱卤猪肚	亚硝酸盐	1
2927	酱卤猪肚	硝酸盐	1
2926	酱卤猪肚	钠	1
2925	五香花生	二氧化硫	1
2924	惠祥春龙井茶	水胺硫磷	1
2923	惠祥春龙井茶	磷	1
2922	香辣猪蹄	钠	1
2921	铁锌钙营养米粉淮山配方	钠	1
2920	海青红茶	吡虫啉	1
2919	味丹奶油薄片	糖精钠	1
2918	味丹奶油薄片	钠	1
2917	恩来顺火锅伴侣糖醋蒜	糖精钠	1
2916	恩来顺火锅伴侣糖醋蒜	钠	1
2915	香鱼片	N-二甲基亚硝胺	1
2914	腌榨菜	钠	1
2913	五香双腿	钠	1
2912	鲜活鳊鱼约520-600g/条	恩诺沙星	1
2911	皇子牌绿提子干	霉菌	1
2910	猕猴桃酒	防腐剂	1
2909	三十六湾稻鸭米	镉	1
2908	铁锅馒头	脱氢乙酸	2
2907	铁锅馒头	钠	2
2906	上珍红糖	不溶于水杂质	1
2905	杨梅酒15°	铅	1
2904	日式果乐条	霉菌	1
2903	菠萝片	二氧化硫	2
2902	多多呗有机米粉五谷杂粮配方	钠	1
2901	奶香白巧克力	总砷	1
2900	化核梅条	胭脂红	1
2899	七宝古窖	总酯	1
2898	黑砖茶	氟	1
2897	纯猴头菇粉	铅	1
2896	雪梅	乙酰磺胺酸钾	1
2895	雪梅	安赛蜜	1
2894	雪梅	钾	1
2893	紫薯味Q心月饼	霉菌	1
2892	开口爽杏鲍菇	防腐剂	1
2891	乌李梅	亮蓝	1
2890	混合坚果烘焙燕麦片	霉菌	1
2889	香脆榨菜	钠	1
2888	情人梅	二氧化硫	1
2887	月潭牌红枣西湖藕粉羹	霉菌	1
2886	农家竹笋	二氧化硫	1
2885	盛真拉益生元草本配方米粉	镉	1
2884	小磨香油	乙基麦芽酚	1
2883	魅惑半甜葡萄酒	山梨酸	1
2882	魅惑半甜葡萄酒	钾	1
2881	海藻碘盐	碘	1
2880	炉果	铝	1
2879	红烤虾	镉	1
2878	佳蜜清果	二氧化硫	1
2877	甘草梅饼	霉菌	1
2876	通用型	亚油酸	1
2875	通用型	油酸	1
2874	山楂金糕	脱氢乙酸	1
2873	山楂金糕	钠	1
2872	萧山萝卜	山梨酸	1
2871	益生元营养米粉	钠	1
2870	甘草仁面	胭脂红	1
2869	江团鱼	恩诺沙星	1
2868	江团鱼	环丙沙星	1
2867	洪江雪峰乌骨鸡	恩诺沙星	1
2866	牛肉丸	山梨酸	1
2865	牛肉丸	钾	1
2864	九制话梅	铅	1
2863	妈咪紫薯片	钠	1
2862	油辣雪菜	苯甲酸	1
2861	油辣雪菜	钠	1
2860	精制脆瓜	防腐剂	1
2859	奶香花生	二氧化硫	1
2858	百花蜂蜜	氯霉素	1
2857	麻辣丁	苯甲酸	1
2856	麻辣丁	钠	1
2855	温汤月泉谷富硒大米	镉	1
2854	蓑衣佬农·有机大米	镉	1
2853	鸡肉AD钙婴儿营养米粉	镉	1
2852	寿面	脱氢乙酸	1
2851	寿面	钠	1
2850	全营养整蛋白型	锰	1
2849	精品糙米	镉	1
2848	甜心金桔干	胭脂红	1
2847	樟树贡	丙酸	1
2846	香瓜子	霉菌	1
2845	如皋方便玉米糁	霉菌	1
2844	原味菲力牛排	克伦特罗	1
2843	状元糕	防腐剂	1
2842	龙竹牌榨菜丝	脱氢乙酸	1
2841	卤坊斋麻辣鸭脖	糖精钠	1
2840	卤坊斋麻辣鸭脖	钠	1
2839	手撕鸡排	总砷	1
2838	原味营养小面片	钠	1
2837	利妮雅经典纸杯蛋糕	丙二醇	1
2836	荷叶冬瓜苏籽茶	铅	1
2835	海青绿茶	吡虫啉	1
2834	铁观音	水浸出物	1
2833	芒果干	二氧化硫	1
2832	润之家东北长粒香米	镉	1
2831	花生系列2	二氧化硫	1
2830	大馒头	脱氢乙酸	1
2829	梅果肉	二氧化硫	1
2828	烘干压缩海带丝	铅	1
2827	绿豆糕	柠檬黄	1
2826	枇杷复合粉	钠	1
2825	黄精牡蛎压片糖果	伐地那非	1
2824	甜酒法饼	霉菌	1
2823	甘草瓜子	黄曲霉毒素B1	1
2822	硒米	镉	1
2821	混合坚果燕麦片	霉菌	1
2820	灯影牛肉	山梨酸	1
2819	灯影牛肉	钾	1
2818	恩来顺火锅伴侣糖醋蒜	防腐剂	1
2817	常青春牌菁盈胶囊	氟	1
2816	果蔬多维营养米粉	钠	1
2815	花饽饽	脱氢乙酸	1
2814	花饽饽	钠	1
2813	提拉米苏切糕	脱氢乙酸	1
2812	提拉米苏切糕	钠	1
2811	百香果汁饮料	安赛蜜	1
2810	糖水樱桃罐头	赤藓红	1
2809	一级大豆油	花生酸	1
2808	干锅千叶豆腐	山梨酸	1
2807	干锅千叶豆腐	钾	1
2806	奶油味瓜子	霉菌	1
2805	萝卜皮	防腐剂	1
2804	姚生记奶香味香瓜子	诱惑红	1
2803	红西柚味冰粉	霉菌	1
2802	纯红葡萄酒	甜蜜素	1
2801	滇墨紫米	镉	1
2800	皇家宝贝DHA核桃婴幼儿营养米粉	镉	1
2799	果汁桃片	防腐剂	1
2798	红豆薏仁混合粉	霉菌	1
2797	老干爹萝卜干	阿斯巴甜	1
2796	原果山楂	防腐剂	1
2795	精制粉丝	苯甲酸	1
2794	精制粉丝	钠	1
2793	阿胶红枣桂圆片	铅	1
2792	洋槐蜂蜜	果糖和葡萄糖	1
2791	一技之肠·辣肠	氯霉素	1
2790	鸡冠菌	总砷	1
2789	全荣五香榨菜	防腐剂	1
2788	壹乡源酱板鸭	铅	1
2787	苏式话梅	霉菌	1
2786	半梅	二氧化硫	1
2785	山药黑芝麻粉	霉菌	1
2784	精选青豆角 300克	克百威	1
2783	龙牙百合	二氧化硫	1
2782	红枣开花馒头	甜蜜素	1
2781	运哥中华红	镉	1
2780	梅菜金针菇	钠	1
2779	钙铁+维生素果味压片糖果	铁	1
2778	品健荷叶牌荷清茶	霉菌	1
2777	甘草瓜子	乙酰磺胺酸钾	1
2776	甘草瓜子	安赛蜜	1
2775	甘草瓜子	钾	1
2774	红糖雪花饼	钠	1
2773	广式伍仁月饼	防腐剂	1
2772	鱿鱼仔	N-二甲基亚硝胺	1
2771	小草虾	呋喃西林代谢物	1
2770	姚生记奶香味香瓜子	罗丹明B	1
2769	无糖 纯藕粉	霉菌	1
2768	酸菜	脱氢乙酸	1
2767	带鱼	甲硝唑	1
2766	明膜	铝	1
2765	冻干草莓脆	糖精钠	1
2764	冻干草莓脆	钠	1
2763	东方扇虾	镉	1
2762	红枣原浆酒 5年63度原浆	甲醇	1
2761	西瓜子仁	霉菌	1
2760	姚生记奶香味香瓜子	亮蓝	1
2759	手剥大瓜子	霉菌	1
2758	蜜汁烤翅	商业无菌	1
2757	香夫饺子鲜肉饺	沙门氏菌	1
2756	士力架花生夹心巧克力	苯甲酸	1
2755	状元洲·丝苗米	镉	1
2754	桂花乌龙茶	二氧化硫	1
2753	七宝古窖	己酸乙酯	1
2752	红枣开花馒头	脱氢乙酸	1
2751	红枣开花馒头	钠	1
2750	黑木耳	耳片厚度	1
2749	益鲜源阳山鸡	磺胺类	1
2748	开洋豆干	双乙酸钠	1
2747	开洋豆干	钠	1
2746	巧克力味夹心曲奇	钠	1
2745	烘烤虾皮	N-二甲基亚硝胺	1
2744	聖糖牌宏泰胶囊 糖尿病型	盐酸二甲双胍	1
2743	壹乡源酱板鸭	总砷	1
2742	核桃钙奶黑芝麻糊	霉菌	1
2741	达维贝苹果草莓番茄胡萝卜婴幼儿果汁泥	总钠	1
2740	达维贝苹果草莓番茄胡萝卜婴幼儿果汁泥	钠	1
2739	武昌鱼	山梨酸	1
2738	武昌鱼	钾	1
2737	白干	双乙酸钠	1
2736	化核梅条	亮蓝	1
2735	金银花菊花晶	霉菌	1
2734	皮蛋瘦肉风味粥	霉菌	1
2733	人参黄精桑椹片	铅	1
2732	韩半梅	山梨酸	1
2731	韩半梅	钾	1
2730	白菜	脱氢乙酸	1
2729	白菜	钠	1
2728	高粱面粉	铅	1
2727	原味熟花生	霉菌	1
2726	小黄鱼	挥发性盐基氮	1
2725	火爆辣丝	脱氢乙酸	1
2724	火爆辣丝	钠	1
2723	湿面	脱氢乙酸	1
2722	湿面	钠	1
2721	小米辣	镉	1
2720	鱼皮花生	钠	1
2719	多彩鱼皮花生	钠	1
2718	凉拌鸡爪	防腐剂	1
2717	刘井粉丝	铝	2
2716	奇亚籽&amp;水果燕麦杯	霉菌	1
2715	矿泉水	界限指标-锂	2
2714	美味榨菜片	苯甲酸	1
2713	美味榨菜片	钠	1
2712	无根小片黑木耳	干湿比	1
2711	梭子蟹2	镉	1
2710	凉拌鸡爪	山梨酸	1
2709	凉拌鸡爪	钾	1
2708	话卜丝	苯甲酸	1
2707	话卜丝	钠	1
2706	野生鲜活梭子蟹	镉	1
2705	炸鸡腿	亚硝酸盐	1
2704	炸鸡腿	硝酸盐	1
2703	炸鸡腿	钠	1
2702	鲜葱酥	钠	1
2701	糯米酒	甲醇	1
2700	响当当鲜爽榨菜丝	苯甲酸	1
2699	响当当鲜爽榨菜丝	钠	1
2698	咸菜	铝	1
2697	黄豆苗	4-氯苯氧乙酸	1
2696	黄豆苗	钠	1
2695	牛椒	吡虫啉	1
2694	大东北红豆糯米方糕 雪糕	甜蜜素	1
2693	牛椒	甲氨基阿维菌素苯甲酸盐	1
2692	牛椒	苯甲酸	1
2691	牛椒	阿维菌素	1
2690	牛椒	多菌灵	1
2689	玫瑰梅	甜蜜素	1
2688	荞蒜	糖精钠	1
2687	荞蒜	钠	1
2686	大条型年糕	山梨酸	1
2685	大条型年糕	钾	1
2684	晒面	脱氢乙酸	1
2683	晒面	钠	1
2682	小条型年糕	山梨酸	1
2681	小条型年糕	钾	1
2680	小条型年糕	脱氢乙酸	1
2679	小条型年糕	钠	1
2678	大条型年糕	脱氢乙酸	1
2677	大条型年糕	钠	1
2676	小老姜	噻虫胺	1
2675	豆沙月饼	防腐剂	1
2674	凉拌王	铅	1
2673	姜母茶	山梨酸	1
2672	姜母茶	钾	1
2671	青脆梅	甜蜜素	1
2670	大老姜	噻虫胺	3
2669	豆沙月饼	钠	1
2668	大麦茶	铅	1
2667	陈年花雕风味调味料	氨基酸态氮	1
2666	每日坚果	霉菌	1
2665	豆干	山梨酸	1
2664	豆干	钾	1
2663	白豆腐干	双乙酸钠	1
2662	尖椒	甲氨基阿维菌素苯甲酸盐	2
2661	尖椒	苯甲酸	2
2660	尖椒	阿维菌素	2
2659	红糕	脱氢乙酸	1
2658	红糕	钠	1
2657	水柿饼	霉菌	1
2656	剁椒小萝卜	防腐剂	1
2655	剁椒小萝卜	山梨酸	1
2654	剁椒小萝卜	苯甲酸	1
2653	酸枣丝	苯甲酸	1
2652	酸枣丝	钠	1
2651	红塘包	糖精钠	1
2650	红塘包	钠	1
2649	窖藏白酒	甜蜜素	1
2648	坚果燕麦片	霉菌	1
2647	带豆	毒死蜱	1
2646	青椒	甲氨基阿维菌素苯甲酸盐	1
2645	青椒	苯甲酸	1
2644	青椒	阿维菌素	1
2643	西红柿	甲氨基阿维菌素苯甲酸盐	1
2642	西红柿	苯甲酸	1
2641	西红柿	阿维菌素	1
2640	法国波尔家-丽卡甜白葡萄酒	山梨酸	1
2639	法国波尔家-丽卡甜白葡萄酒	钾	1
2638	科罗兰月饼	糖精钠	1
2637	科罗兰月饼	钠	1
2636	南瓜包	糖精钠	1
2635	南瓜包	钠	1
2634	牛筋头	山梨酸	2
2633	牛筋头	钾	2
2632	枣香萝卜头	阿斯巴甜	1
2631	红泡椒	镉	1
2630	米糕	霉菌	1
2629	高山线茄	甲氰菊酯	1
2628	水面	脱氢乙酸	1
2627	水面	钠	1
2626	安吉白茶	草甘膦	1
2625	茶π	茶多酚	1
2624	红丝	防腐剂	1
2623	聚鑫隆酱园五香榨菜	防腐剂	1
2622	红丝	脱氢乙酸	1
2621	红丝	钠	1
2620	饮用水	电导率	1
2619	红富士苹果	敌敌畏	1
