	Entity1	Entity2	Stength
10166	御坊斋萝卜干	防腐剂	1
10165	实心包	糖精钠	2
10164	实心包	钠	2
10163	玫瑰梅	胭脂红	2
10162	泡萝卜	苯甲酸	1
10161	泡萝卜	钠	1
10160	农家蛋糕	纳他霉素	1
10159	小龙虾	呋喃西林代谢物	8
10158	盐渍海蜇丝	山梨酸	2
10157	天目休闲笋	环己基氨基磺酸钠	1
10156	天目休闲笋	甜蜜素	1
10155	天目休闲笋	钠	1
10154	泡椒山野菜	二氧化硫	1
10153	蛋皮绿豆糕	防腐剂	1
10152	虾蛄	镉	1
10151	罗氏沼虾	恩诺沙星	5
10150	罗氏沼虾	环丙沙星	2
10149	猕猴桃果脯	乙二胺四乙酸二钠	1
10148	猕猴桃果脯	钠	1
10147	复真牌红景天刺五加胶囊	红景天苷	1
10146	红糖麻花	糖精钠	2
10145	红糖麻花	钠	2
10144	白馒头	甜蜜素	17
10143	花糕	甜蜜素	2
10142	考豆干	苯甲酸	2
10141	考豆干	钠	2
10140	牛肉	克伦特罗	1
10139	定胜糕	霉菌	1
10138	牛奶夹心老式面包	防腐剂	1
10137	猪肉	恩诺沙星	1
10136	猪肉	环丙沙星	1
10135	猪前腿肉	氟甲砜霉素	1
10134	猪前腿肉	氟	1
10133	猪前腿肉	甲砜霉素	1
10132	桐梓包	甜蜜素	1
10131	天养谷单晶冰糖	还原糖	1
10130	鱼酸菜	苯甲酸	3
10129	鱼酸菜	钠	3
10128	牛肉	莱克多巴胺	1
10127	河鲫鱼	恩诺沙星	12
10126	大米	镉	1
10125	红糖	不溶于水杂质	1
10124	花蟹	镉	1
10123	蒸蛋糕	纳他霉素	2
10122	羊前腿肉	氟	1
10121	草鸡蛋	氟	2
10120	杂粮馒头	苯甲酸	1
10119	八宝菜	防腐剂	1
10118	南瓜馒头	甜蜜素	11
10117	绿豆芽	4-氯苯氧乙酸	1
10116	绿豆芽	钠	1
10115	大蒜	糖精钠	2
10114	大蒜	钠	3
10113	馒头	环已基氨基磺酸钠	3
10112	馒头	甜蜜素	1
10111	鲜鸡蛋	磺胺类	4
10110	老醋蜇头	铝	2
10109	云片糕	脱氢乙酸	1
10108	云片糕	钠	1
10107	碎咸菜	二氧化硫	1
10106	卤鸡爪	苯甲酸	2
10105	卤鸡爪	钠	3
10104	茶叶	铅	1
10103	多味豆腐干	糖精钠	1
10102	多味豆腐干	钠	1
10101	鲜鸡蛋	恩诺沙星	1
10100	九制话梅	二氧化硫	1
10099	香菇	镉	1
10098	油面筋	铝	4
10097	酱辣萝卜	苯甲酸	1
10096	酱辣萝卜	钠	1
10095	腌黄瓜	甜蜜素	3
10094	腌榨菜皮	二氧化硫	1
10093	萝卜丝包	糖精钠	2
10092	萝卜丝包	钠	2
10091	酸辣豆角	防腐剂	2
10090	咸菜	亚硝酸盐	1
10089	咸菜	硝酸盐	1
10088	冬笋	铅	1
10087	红糖馒头	脱氢乙酸	2
10086	即食海苔鱼片	N-二甲基亚硝胺	2
10085	休闲蛋糕	防腐剂	1
10084	中式点心	山梨酸	1
10083	中式点心	钾	1
10082	小勺子	钠	1
10081	小勺子	阴离子合成洗涤剂	1
10080	哈雷蛋糕	防腐剂	2
10079	鲈鱼	环丙沙星	1
10078	盐焗碧根果仁	霉菌	1
10077	贵妃西梅	二氧化硫	1
10076	猪前腿肉	五氯酚酸钠	2
10075	猪前腿肉	钠	2
10074	精制冬菜	苯甲酸	1
10073	精制冬菜	钠	1
10072	贵妃西梅	亮蓝	1
10071	精制冬菜	防腐剂	1
10070	贵妃西梅	苋菜红	1
10069	H冰鲜中鲳鱼散装	挥发性盐基氮	1
10068	香醋	总酸	1
10067	乌梅	日落黄	1
10066	乌梅	柠檬黄	1
10065	红高粱	氰化物	1
10064	罗氏沼虾	呋喃西林代谢物	5
10063	五谷烧	甜蜜素	1
10062	秘制黑椒牛肉味	山梨酸	2
10061	秘制黑椒牛肉味	钾	2
10060	乌梅	亮蓝	1
10059	香酥鸡翅	氯霉素	1
10058	雪梨膏	苯甲酸	1
10057	雪梨膏	钠	1
10056	醉开心花生	黄曲霉毒素B1	1
10055	低钠海盐	氯化钾	1
10054	低钠海盐	钾	1
10053	香酥肉	山梨酸	2
10052	香酥肉	钾	2
10051	淡水河虾	呋喃西林代谢物	1
10050	天然蜂蜜	果糖和葡萄糖	2
10049	腌腊肉	氯霉素	1
10048	鲜活虾蛄	镉	4
10047	鸡肉	金刚烷胺	1
10046	虎皮卷	脱氢乙酸	1
10045	虎皮卷	钠	1
10044	乌鸡肉	甲氧苄啶	1
10043	缸豆	克百威	1
10042	老蛋糕	苯甲酸	1
10041	老蛋糕	钠	2
10040	镇江陈醋	总酸	1
10039	四季豆	克百威	3
10038	黑鱼	五氯酚酸钠	17
10037	黑鱼	钠	17
10036	丝苗米	镉	1
10035	鸡蛋	恩诺沙星	1
10034	鸡蛋	环丙沙星	1
10033	绿豆粉	柠檬黄	1
10032	绿豆粉	亮蓝	1
10031	多宝鱼	恩诺沙星	1
10030	鸭蛋	恩诺沙星	1
10029	绿豆粉	日落黄	1
10028	鸡爪	山梨酸	4
10027	鸡爪	钾	4
10026	五香榨菜	苯甲酸	9
10025	五香榨菜	钠	8
10024	水中月饮用天然水	铜	1
10023	韭菜	克百威	1
10022	清露饮用天然水	铜	1
10021	红糖馒头	糖精钠	1
10020	微辣鸡爪	苯甲酸	1
10019	微辣鸡爪	钠	1
10018	蝴蝶酥	甜蜜素	1
10017	纯高粱	甜蜜素	1
10016	植物果肽	脱氢乙酸	1
10015	植物果肽	钠	1
10014	虾菇	镉	9
10013	奥思特饮用纯净水	铜	3
10012	榨菜	防腐剂	10
10011	无头虾干	二氧化硫	3
10010	小河虾	呋喃西林代谢物	4
10009	山黄母鸡	五氯酚酸钠	1
10008	山黄母鸡	钠	1
10007	黑果腺肋花楸	脱氢乙酸	1
10006	黑果腺肋花楸	钠	1
10005	韭菜	氯氰菊酯	1
10004	酱黄瓜	苯甲酸	10
10003	酱黄瓜	钠	15
10002	饮用天然水	铜	35
10001	细红糖	不溶于水杂质	1
10000	葡萄酒	甲醇	1
9999	白蟹	镉	15
9998	榨菜丝	防腐剂	2
9997	五香干榨菜	苯甲酸	11
9996	五香干榨菜	钠	11
9995	白酒	甜蜜素	1
9994	无花果	糖精钠	1
9993	无花果	钠	1
9992	笋干	铅	2
9991	无花果	甜蜜素	1
9990	左旋肉碱蛋白粉	总砷	1
9989	左旋肉碱蛋白粉	西布曲明	1
9988	酱菜	苯甲酸	1
9987	草莓	烯酰吗啉	5
9986	婴儿配方奶粉	香兰素	1
9985	蜂蜜	果糖和葡萄糖	1
9984	鲁中宝胶牌阿胶核桃黑芝麻糕	霉菌	1
9983	炒蚕豆	霉菌	1
9982	手撕鸭排	总砷	3
9981	油炸花生米	黄曲霉毒素B1	1
9980	烘炒巴旦木	霉菌	2
9979	放养土鸡	替米考星	1
9978	放养土鸡	磺胺类	1
9977	带皮大排肉	氯霉素	1
9976	水晶柿饼	山梨酸	1
9975	水晶柿饼	钾	1
9974	客家冰镇泡鸭爪	脱氢乙酸	1
9973	客家冰镇泡鸭爪	钠	1
9972	牛鞭	山梨酸	1
9971	牛鞭	钾	1
9970	核桃味瓜子	霉菌	2
9969	鸡蛋	氯霉素	1
9968	老醋海蜇	铝	7
9967	玉米馒头	糖精钠	1
9966	玉米馒头	钠	2
9965	韭菜	阿维菌素	1
9964	酱黄瓜	甜蜜素	6
9963	大米年糕片	二氧化硫	1
9962	醋大蒜	甜蜜素	5
9961	醋大蒜	糖精钠	10
9960	大米年糕片	脱氢乙酸	1
9959	大米年糕片	钠	1
9958	酱黄瓜	糖精钠	5
9957	榨菜片	糖精钠	1
9956	榨菜片	钠	4
9955	榨菜片	甜蜜素	1
9954	榨菜片	苯甲酸	3
9953	鸡蛋	磺胺类	1
9952	鲜猪心	氟	1
9951	红曲米酒	糖精钠	1
9950	红曲米酒	钠	1
9949	西芹	甲拌磷	3
9948	西芹	磷	4
9947	酱黄瓜	防腐剂	9
9946	红壳鸡蛋	氟	7
9945	八宝酱瓜条	防腐剂	1
9944	庙下醉客仙酒坊	糖精钠	1
9943	庙下醉客仙酒坊	钠	1
9942	即食海蜇	苯甲酸	1
9941	即食海蜇	钠	1
9940	嫩姜	防腐剂	3
9939	嫩姜	脱氢乙酸	1
9938	嫩姜	山梨酸	1
9937	嫩姜	苯甲酸	1
9936	龙游胖子发糕	糖精钠	1
9935	龙游胖子发糕	钠	1
9934	建发特级咸菜	苯甲酸	1
9933	建发特级咸菜	钠	1
9932	芙蓉糕	霉菌	1
9931	多味瓜子	甜蜜素	1
9930	发糕	霉菌	1
9929	火腿肠	山梨酸	1
9928	火腿肠	钾	1
9927	红豆糍糕	霉菌	1
9926	年糕片	二氧化硫	2
9925	牛肚	克仑特罗	1
9924	高粱酒	甲醇	1
9923	糯高粮+稻谷	甲醇	1
9922	泡椒凤爪	苯甲酸	2
9921	豇豆	氯氰菊酯	1
9920	高梁烧	甲醇	1
9919	榨菜头	苯甲酸	12
9918	榨菜头	钠	12
9917	凉拌鸡爪	苯甲酸	4
9916	五粮酒	甲醇	3
9915	黄酒	总酸	5
9914	鸭蛋	环丙沙星	1
9913	纯芝麻油	乙基麦芽酚	1
9912	养生核桃包	山梨酸	1
9911	养生核桃包	钾	1
9910	五粮烧	甜蜜素	2
9909	双林糯米陈酿	总酸	1
9908	双林特酿	总酸	1
9907	小葱	氟	1
9906	阳春面	铅	1
9905	粽子	苯甲酸	1
9904	粽子	钠	2
9903	普通鳗鱼	甲氧苄啶	1
9902	普通鳗鱼	恩诺沙星	1
9901	粽子	糖精钠	1
9900	腌腊禽制品	亚硝酸盐	2
9899	腌腊禽制品	硝酸盐	2
9898	腌腊禽制品	钠	2
9897	本地粉丝	铝	1
9896	基围虾	镉	1
9895	奶油小馒头	甜蜜素	1
9894	食用植物调和油	乙基麦芽酚	1
9893	柿饼	山梨酸	3
9892	柿饼	钾	3
9891	宁波水磨年糕	脱氢乙酸	2
9890	宁波水磨年糕	钠	2
9889	番薯烧	甲醇	1
9888	花螺	恩诺沙星	1
9887	花螺	环丙沙星	1
9886	秋刀鱼	镉	1
9885	鲍参翅肚	山梨酸	1
9884	鲍参翅肚	钾	1
9883	活黑鱼	恩诺沙星	1
9882	老李五香干	山梨酸	2
9881	老李五香干	钾	2
9880	多味瓜子	霉菌	1
9879	木糖醇粗粮威化	霉菌	1
9878	五花腊肉	苯甲酸	1
9877	五花腊肉	钠	1
9876	香蕉牛奶味蛋糕	钠	1
9875	黑鱼	地西泮	1
9874	法式海盐杏仁太妃糖	能量	1
9873	法式海盐杏仁太妃糖	钠	1
9872	草鱼	地西泮	5
9871	菜豆	倍硫磷	1
9870	菜豆	磷	1
9869	猪肉	氯霉素	1
9868	砂糖橘	丙溴磷	3
9867	砂糖橘	磷	3
9866	河虾	孔雀石绿	2
9865	红糖蛋卷	山梨酸	1
9864	话梅	甜蜜素	10
9863	香辣牛肉酱	能量	1
9862	精品香蕉	吡虫啉	4
9861	黄鳝	呋喃西林代谢物	3
9860	五花肉	五氯酚酸钠	3
9859	五花肉	钠	3
9858	荞麦原浆	甜蜜素	1
9857	蜂蜜槽子糕	脱氢乙酸	1
9856	蜂蜜槽子糕	钠	1
9855	混合水果干	霉菌	1
9854	鲜鸡蛋	环丙沙星	1
9853	香肠	胭脂红	1
9852	鲜鸡蛋	金刚乙胺	1
9851	鲜鸡蛋	氟	1
9850	辣椒	克百威	1
9849	鲜鸡蛋	氯霉素	1
9848	鲜鸡蛋	甲硝唑	8
9847	鲜鸡蛋	金刚烷胺	1
9846	毛蟹	呋喃西林代谢物	4
9845	南瓜子仁	霉菌	1
9844	泰椒	噻虫胺	3
9843	泰椒	啶虫脒	1
9842	豆干	铅	1
9841	荞麦烧白酒	甜蜜素	2
9840	草鸡	尼卡巴嗪	1
9839	五粮烧白酒	甜蜜素	1
9838	四季豆	乐果	1
9837	高粱烧白酒	甜蜜素	1
9836	切片年糕	脱氢乙酸	5
9835	切片年糕	钠	5
9834	豆浆	甜蜜素	4
9833	白面馒头	甜蜜素	1
9832	水磨黄年糕	脱氢乙酸	1
9831	水磨黄年糕	钠	1
9830	切片年糕	二氧化硫	3
9829	番茄	甲胺磷	1
9828	番茄	磷	1
9827	爽口榨菜丝	防腐剂	1
9826	青椒	啶虫脒	7
9825	尖椒	乐果	1
9824	萧山风味萝卜干	防腐剂	1
9823	金香榄	二氧化硫	3
9822	青团	脱氢乙酸	9
9821	青团	钠	10
9820	盐津提子	乙二胺四乙酸二钠	1
9819	盐津提子	钠	1
9818	青团	霉菌	3
9817	精制老酒	脱氢乙酸	1
9816	精制老酒	钠	1
9815	韭菜	啶虫脒	1
9814	土豆粉	山梨酸	4
9813	土豆粉	钾	4
9812	土豆粉	铝	1
9811	勺子	钠	14
9810	勺子	阴离子合成洗涤剂	1
9809	茄子	甲氨基阿维菌素苯甲酸盐	3
9808	茄子	苯甲酸	4
9807	茄子	阿维菌素	3
9806	红点米馒头	甜蜜素	1
9805	韭菜	毒死蜱	1
9804	土豆粉	苯甲酸	3
9803	马铃薯鲜粉	苯甲酸	1
9802	马铃薯鲜粉	钠	1
9801	马铃薯鲜粉	铝	2
9800	盐津葡萄	霉菌	1
9799	KK星	脱氢乙酸	1
9798	KK星	钠	1
9797	明虾	呋喃唑酮	18
9796	青饼	糖精钠	2
9795	青饼	钠	2
9794	精制老酒	氨基酸态氮	3
9793	腌菜	苯甲酸	1
9792	腌菜	钠	1
9791	五谷烧酒	甜蜜素	1
9790	牛前腿肉	克仑特罗	2
9789	摩卡风味咖啡	赭曲霉毒素A	1
9788	玉米烧	氰化物	3
9787	大排	氯霉素	1
9786	韭菜	甲基异柳磷	2
9785	韭菜	磷	8
9784	鹌鹑蛋	氟	6
9783	红薯山粉饼子	铝	1
9782	青线椒	噻虫胺	2
9781	线椒	联苯菊酯	2
9780	海蜇	山梨酸	5
9779	海蜇	钾	5
9778	线椒	倍硫磷	2
9777	线椒	磷	3
9776	杨梅	苯甲酸	1
9775	豆浆	糖精钠	1
9774	豆浆	钠	2
9773	菠菜	铅	3
9772	细茄子	噻虫胺	2
9771	成林川香木耳	苯甲酸	1
9770	成林川香木耳	钠	1
9769	红糖包	糖精钠	6
9768	红糖包	钠	6
9767	茶π果味茶饮料	咖啡因	2
9766	青麻糍	脱氢乙酸	4
9765	青麻糍	钠	4
9764	芝麻香葱饼	山梨酸	1
9763	芝麻香葱饼	钾	1
9762	楼老板脆萝卜	糖精钠	1
9761	楼老板脆萝卜	钠	1
9760	冻鱿鱼	镉	1
9759	小麻花	铝	2
9758	龙吟脆黄瓜	甜蜜素	1
9757	大块麻糍	脱氢乙酸	2
9756	大块麻糍	钠	2
9755	香蕉	多菌灵	1
9754	黄麻糍	脱氢乙酸	2
9753	黄麻糍	钠	2
9752	老蔡花雕酒	氨基酸态氮	1
9751	老坛酸菜粉	脱氢乙酸	2
9750	老坛酸菜粉	钠	2
9749	会稽山特醇花雕酒	苯甲酸	1
9748	会稽山特醇花雕酒	钠	1
9747	红头虾	甲醛	7
9746	豆浆	脱氢乙酸	1
9745	广式蒜香骨	胭脂红	1
9744	雪菜	苯甲酸	21
9743	雪菜	钠	21
9742	艾草清明团	脱氢乙酸	1
9741	艾草清明团	钠	1
9740	红头虾	二氧化硫	3
9739	老生姜	吡虫啉	3
9738	粗粉	脱氢乙酸	2
9737	粗粉	钠	2
9736	醇香豆浆粉	柠檬黄	1
9735	醇香豆浆粉	铝	1
9734	放心酱油	氨基酸态氮	2
9733	黑芝麻核桃黑豆黑米桑葚粉	霉菌	2
9732	放心酱油	全氮	2
9731	昂刺鱼	呋喃唑酮	1
9730	梅干菜	苯甲酸	3
9729	梅干菜	钠	3
9728	虾干	二氧化硫	15
9727	花雕酒	甜蜜素	3
9726	白桃燕麦酸奶	铅	1
9725	香蕉	吡唑醚菌酯	15
9724	精制红肠	山梨酸	1
9723	精制红肠	钾	1
9722	龙眼山有机大米	镉	1
9721	婴幼儿猪肝菠菜小小面	能量	1
9720	瘦肉丸	铝	4
9719	瘦肉丸原浆	铝	4
9718	450g延福高山小萝卜	糖精钠	1
9717	450g延福高山小萝卜	钠	2
9716	450g延福高山小萝卜	氯化钠	1
9715	450g延福高山小萝卜	食盐	1
9714	青年糕	糖精钠	1
9713	青年糕	钠	2
9712	线茄	噻虫胺	1
9711	黄鳝	磺胺类	11
9710	450g延福高山小萝卜	阿斯巴甜	1
9709	黄鳝	甲氧苄氨嘧啶	6
9708	活虾	呋喃唑酮	1
9707	高山长茄	噻虫胺	1
9706	西柚茉莉花茶	咖啡因	1
9705	螺丝椒	啶虫脒	1
9704	无骨鸡爪	苯甲酸	3
9703	无骨鸡爪	钠	3
9702	梨	克百威	1
9701	十五年	甜蜜素	1
9700	橘子	联苯菊酯	1
9699	合星枸杞	克百威	1
9698	五粮酒	铅	3
9697	榨菜丝	铅	1
9696	鲈鱼	磺胺类	1
9695	精制什锦菜	苯甲酸	1
9694	精制什锦菜	钠	1
9693	牛百叶	呋喃西林代谢物	3
9692	晓蜜哈密瓜	乙酰甲胺磷	1
9691	晓蜜哈密瓜	甲胺磷	1
9690	晓蜜哈密瓜	磷	1
9689	鹿角菇	苯甲酸	1
9688	鹿角菇	钠	1
9687	鹿角菇	防腐剂	1
9686	榨菜丝	山梨酸	1
9685	榨菜丝	钾	1
9684	山药片	二氧化硫	1
9683	橘子	丙溴磷	1
9682	橘子	磷	5
9681	榨菜丝	糖精钠	1
9680	沙糖橘	联苯菊酯	1
9679	榨菜丝	脱氢乙酸	1
9678	虾松	N-二甲基亚硝胺	1
9677	桂花坚果藕粉	霉菌	4
9676	鲜牛肉	克伦特罗	1
9675	芹菜	二甲戊灵	8
9674	龙井茶	灭多威	1
9673	姥姥家红薯片	钠	1
9672	紫薯魔芋代餐粥	霉菌	3
9671	奇亚籽紫薯魔芋代餐粥	霉菌	1
9670	美味菌菇	钠	1
9669	长豇豆	啶虫脒	14
9668	香蕉	氟	4
9667	去头虾干	二氧化硫	1
9666	西瓜子	糖精钠	4
9665	西瓜子	钠	4
9664	雪梨罐头	脱氢乙酸	1
9663	雪梨罐头	钠	1
9662	豆干	糖精钠	3
9661	豆干	钠	10
9660	四季豆	乙酰甲胺磷	2
9659	四季豆	甲胺磷	3
9658	四季豆	磷	3
9657	四季豆	灭蝇胺	1
9656	矿泉水	硒	1
9655	大黄姜	噻虫胺	1
9654	矿泉水	锌	1
9653	带皮腰果	霉菌	1
9652	养殖黄鱼	恩诺沙星	7
9651	养殖黄鱼	环丙沙星	7
9650	杨梅	防腐剂	1
9649	尖椒	倍硫磷	1
9648	尖椒	磷	1
9647	矿泉水	偏硅酸	1
9646	矿泉水	锶	1
9645	雪菜碎	苯甲酸	1
9644	雪菜碎	钠	1
9643	矿泉水	锂	1
9642	白萝卜	特丁硫磷	1
9641	白萝卜	磷	1
9640	辣椒	联苯菊酯	1
9639	玉良米	镉	1
9638	大虾干	二氧化硫	1
9637	长豆角	灭蝇胺	1
9636	带头虾干	二氧化硫	1
9635	小墨鱼干	二氧化硫	2
9634	奶油花生米	甜蜜素	2
9633	茄子	霜霉威和霜霉威盐酸盐	2
9632	本地墨鱼干	二氧化硫	1
9631	生湿米粉	脱氢乙酸	1
9630	生湿米粉	钠	1
9629	红美人椒	噻虫胺	1
9628	红虾	二氧化硫	2
9627	黑头虾干	二氧化硫	1
9626	青菜	甲胺磷	3
9625	青菜	磷	3
9624	良味之道安全韭菜	腐霉利	1
9623	乳酸菌味青团	脱氢乙酸	2
9622	乳酸菌味青团	钠	2
9621	甜醋	总酸	1
9620	水仙芒	戊唑醇	6
9619	尖椒	噻虫胺	1
9618	香蕉	百菌清	1
9617	大黄鱼	孔雀石绿	1
9616	散装清明团	脱氢乙酸	1
9615	散装清明团	钠	1
9614	菜芯	镉	1
9613	丹泽梅干菜	铅	1
9612	化核乌梅	苋菜红	1
9611	青团糕	脱氢乙酸	1
9610	青团糕	钠	1
9609	乌鸡	甲氧苄氨嘧啶	11
9608	麦芬软心蛋糕	苯甲酸	1
9607	麦芬软心蛋糕	钠	1
9606	小麦粉	脱氧雪腐镰刀菌烯醇	1
9605	烟雨楼老酒	氨基酸态氮	1
9604	对虾	呋喃唑酮	1
9603	甜话梅	甜蜜素	1
9602	长豇豆	噻虫胺	18
9601	芒果	苯醚甲环唑	3
9600	肉鸡	土霉素	1
9599	元邦®️康乐大宝胶囊	铅	2
9598	台农香芒	戊唑醇	1
9597	鸡	甲氧苄啶	2
9596	鸡	甲氧苄氨嘧啶	2
9595	嗑客半梅	甜蜜素	1
9594	大目鱼干	二氧化硫	1
9593	金丝猫五香榨菜	苯甲酸	1
9592	金丝猫五香榨菜	钠	1
9591	酱萝卜	甜蜜素	1
9590	虾干玉	二氧化硫	1
9589	目鱼干	二氧化硫	1
9588	圆蛤	五氯酚酸钠	2
9587	圆蛤	钠	2
9586	大带头虾干	二氧化硫	1
9585	虾干肉	二氧化硫	1
9584	有头虾干	二氧化硫	1
9583	小带头虾干	二氧化硫	1
9582	世棒午餐肉罐头	苯甲酸	1
9581	世棒午餐肉罐头	钠	1
9580	红糖酥饼	钠	1
9579	绿豆冰糕	脱氢乙酸	1
9578	绿豆冰糕	钠	1
9577	枸杞	克百威	1
9576	桂花坚果速溶藕粉羹	霉菌	1
9575	小萌蛋糕	脱氢乙酸	1
9574	小萌蛋糕	钠	1
9573	奇亚籽速溶坚果藕粉羹	霉菌	1
9572	青菜	阿维菌素	8
9571	老生姜	噻虫胺	2
9570	小芒果	戊唑醇	1
9569	藕粉坚果羹	霉菌	2
9568	乌鸡	环丙沙星	1
9567	混合水果燕麦片	苯甲酸	1
9566	混合水果燕麦片	钠	1
9565	甬江牌料酒	苯甲酸	1
9564	甬江牌料酒	钠	3
9563	长豆	噻虫胺	2
9562	羊肉	恩诺沙星	7
9561	羊肉	环丙沙星	3
9560	杨梅罐头	胭脂红	1
9559	艾草青团	脱氢乙酸	3
9558	艾草青团	钠	3
9557	甬江牌料酒	脱氢乙酸	1
9556	瓜子	糖精钠	3
9555	瓜子	钠	3
9554	汪刺鱼	孔雀石绿	3
9553	甬江牌料酒	糖精钠	1
9552	甬江牌料酒	甜蜜素	1
9551	甬江牌料酒	山梨酸	1
9550	甬江牌料酒	钾	1
9549	鲜耳饮品	脱氢乙酸	1
9548	鲜耳饮品	钠	1
9547	长豆	噻虫嗪	1
9546	洋姜	甜蜜素	1
9545	翅中	多西环素	1
9544	即食海蜇丝	铝	16
9543	速溶火龙果坚果藕粉羹	霉菌	1
9542	鸭掌	苯甲酸	2
9541	鸭掌	钠	4
9540	开心豆	霉菌	1
9539	烧鹅	山梨酸	2
9538	烧鹅	钾	2
9537	马水桔	丙溴磷	1
9536	马水桔	磷	1
9535	新疆红杏干	山梨酸	1
9534	新疆红杏干	钾	1
9533	十三年原浆窖藏米酒	甜蜜素	1
9532	巴旦木仁	霉菌	1
9531	农夫山泉茶π蜜桃乌龙茶	茶多酚	1
9530	放养鸭蛋	氟甲砜霉素	2
9529	放养鸭蛋	氟	3
9528	放养鸭蛋	甲砜霉素	2
9527	鸡蛋	氟甲砜霉素	1
9526	鸡蛋	甲砜霉素	1
9525	水面筋	山梨酸	1
9524	水面筋	钾	1
9523	对虾	土霉素	3
9522	艾草青团	山梨酸	2
9521	艾草青团	钾	2
9520	紫苏味杨梅干	甜蜜素	1
9519	糖蒜	苯甲酸	1
9518	糖蒜	钠	2
9517	糖蒜	糖精钠	1
9516	小米辣	噻虫胺	2
9515	豆干	☆苯甲酸及其钠盐	1
9514	豆干	苯甲酸	5
9513	脆爽鱼皮	N-二甲基亚硝胺	1
9512	冰峪庄园大米原浆酒	甜蜜素	1
9511	香辣鱼皮	N-二甲基亚硝胺	2
9510	油甲	恩诺沙星	4
9509	黄鱼酥	N-二甲基亚硝胺	3
9508	金钱菇	镉	1
9507	糖蒜	甜蜜素	1
9506	绿豆糕	霉菌	1
9505	紫苏味杨梅干	山梨酸	1
9504	紫苏味杨梅干	钾	1
9503	水晶杏脯	防腐剂	1
9502	香辣瓜片	苯甲酸	1
9501	香辣瓜片	钠	2
9500	猕猴桃烧	甲醇	1
9499	冰花杨梅	霉菌	1
9498	水晶杏脯	糖精钠	1
9497	水晶杏脯	钠	1
9496	贡糕	霉菌	1
9495	螺丝椒	吡唑醚菌酯	1
9494	啤酒	总酸	1
9493	黄花菜	二氧化硫	1
9492	小米辣	纽甜	1
9491	步步糕	霉菌	5
9490	细韭菜	腐霉利	1
9489	绿豆糕	防腐剂	10
9488	洛舍豆腐干	糖精钠	1
9487	洛舍豆腐干	钠	1
9486	白酒	邻苯二甲酸二正丁酯	1
9485	沃柑	三唑磷	1
9484	临安番薯	甲拌磷	1
9483	临安番薯	磷	1
9482	葱油干丝	苯甲酸	1
9481	葱油干丝	钠	1
9480	五香茶干	苯甲酸	1
9479	五香茶干	钠	1
9478	河鲫鱼	环丙沙星	7
9477	腊烤肉	亚硝酸盐	1
9476	腊烤肉	硝酸盐	1
9475	腊烤肉	钠	1
9474	鱿鱼	镉	1
9473	香烤青花鱼	氯化物	3
9472	香烤青花鱼	氯化钠	2
9471	香烤青花鱼	钠	2
9470	老面鲜肉小笼包	山梨酸	1
9469	老面鲜肉小笼包	钾	1
9468	菜干小笼包	苯甲酸	1
9467	菜干小笼包	钠	1
9466	茯砖茶	氰戊菊酯	1
9465	西芹	乙酰甲胺磷	1
9464	西芹	甲胺磷	1
9463	锋味烤羊排	苯甲酸	1
9462	锋味烤羊排	钠	1
9461	嵊州小笼包	山梨酸	1
9460	嵊州小笼包	钾	1
9459	干辣椒段	脱氢乙酸	1
9458	干辣椒段	钠	1
9457	伯温牌文成贡茶	净	1
9456	黑茶	铅	2
9455	沃柑	克百威	1
9454	舒达源	溴酸盐	1
9453	醋大蒜	防腐剂	2
9452	不知火桔	丙溴磷	1
9451	不知火桔	磷	1
9450	白酒	甲醇	1
9449	土蜂蜜	果糖和葡萄糖	1
9448	益生元果蔬奶豆	净	1
9447	山鸡蛋	甲硝唑	1
9446	中芒	噻虫胺	1
9445	乌鸡	多西环素	1
9444	伊藤园 烘焙大麦茶包	铅	1
9443	徽墨酥	霉菌	3
9442	顶市酥	霉菌	2
9441	糖醋大蒜	防腐剂	4
9440	盐渍海带	铅	1
9439	香甜脆瓜	防腐剂	1
9438	绿茶	灰分	1
9437	食用小麦淀粉	霉菌	2
9436	新鲜鸡蛋	甲硝唑	1
9435	话梅条	糖精钠	1
9434	话梅条	钠	1
9433	九曲红梅	草甘膦	1
9432	五花肉	甲氧苄啶	1
9431	多彩糖	还原糖	1
9430	鲜肉大包	苯甲酸	1
9429	鲜肉大包	钠	1
9428	鲜肉老面小笼包	山梨酸	1
9427	鲜肉老面小笼包	钾	1
9426	薯世佳红薯干	苯甲酸	1
9425	薯世佳红薯干	钠	1
9424	糯米麻薯粉	霉菌	1
9423	鸭爪	苯甲酸	1
9422	鸭爪	钠	2
9421	小鲜肉包	山梨酸	1
9420	小鲜肉包	钾	1
9419	老面鲜肉小笼包	苯甲酸	1
9418	老面鲜肉小笼包	钠	1
9417	金鸭子炖鸭	苯甲酸	1
9416	金鸭子炖鸭	钠	1
9415	龙井茶	铅	3
9414	青圆椒	噻虫胺	1
9413	山东黄姜	吡虫啉	1
9412	高山绿茶	铅	1
9411	天下梅中王杨梅罐头	胭脂红	1
9410	工夫红茶	铅	1
9409	非转基因菜籽油	花生一烯酸	1
9408	昂刺鱼	孔雀石绿	2
9407	小米辣	啶虫脒	1
9406	野生竹节虾	镉	1
9405	蛏子	孔雀石绿	3
9404	嫩姜片	阿斯巴甜	1
9403	李邦明蜗牛酱	苯甲酸	2
